4.92737,0.0494604,0.310785,0.00011192,0.0232929,0.508062,1.29301e-06,0.00030205,0.0105408,4.08327e-07,0.00610244
4.24776,0.0244902,0.154758,8.04557e-05,0.118174,0.174396,2.59848e-06,0.0043858,0.00400829,2.35178e-07,0.000411651
2.90821,0.223324,0.0941942,9.68003e-05,0.0226668,0.101355,9.70961e-07,0.00215369,0.0761786,4.50641e-07,0.00229648
1.59509,0.744505,0.525301,2.41725e-05,0.00149154,0.038809,5.49592e-07,0.00045289,0.0750106,8.61759e-07,0.00392692
0.932665,0.391165,0.181809,2.41162e-05,0.00160686,0.025071,2.74655e-06,0.00190616,0.138703,6.60721e-07,0.00121658
4.40296,0.0102197,0.0312147,5.08858e-05,0.105588,0.0248286,6.52218e-07,0.00273774,0.00522496,4.56623e-07,0.00216006
1.46161,0.0298614,0.026457,1.40861e-05,0.00195345,0.133385,7.22729e-07,0.00018746,0.142608,3.74665e-07,0.00116146
0.618468,0.696707,0.491537,1.70449e-05,0.00152205,0.0326814,2.09505e-06,0.000467281,0.146217,1.51624e-06,0.0360946
1.37783,0.0976508,0.172327,6.33966e-05,0.00785719,0.162651,4.39876e-07,0.00020784,0.146589,4.83391e-07,0.0183169
5.00543,0.0102149,0.0261792,0.000155188,0.0610597,0.545082,1.64818e-06,0.000269108,0.00390494,3.42548e-07,0.000725057
0.963342,0.692546,0.464527,1.22972e-05,0.00165447,0.0107826,1.35831e-06,0.000269723,0.145733,9.75884e-07,0.0348346
0.43865,0.671538,0.494488,1.70449e-05,0.00152205,0.0326814,3.19392e-06,0.000602191,0.148391,5.88803e-07,0.0387797
0.30959,0.171196,0.135381,0.000215015,0.00628238,0.171639,2.31366e-06,0.000871074,0.146952,1.70161e-06,0.0392006
0.14711,0.341205,0.282502,9.22276e-06,0.0012224,0.0270072,1.52094e-06,0.00274168,0.149659,9.70381e-07,0.0392372
1.03789,0.0107722,0.0188678,7.86882e-05,0.0224038,0.562523,8.85174e-07,0.000200367,0.131051,6.28808e-07,0.00161329
3.91095,0.618635,0.624454,0.000356254,0.119882,0.0373489,3.12776e-06,0.00551354,0.0086566,4.12972e-07,0.00570936
0.839863,0.15599,0.433225,6.80693e-05,0.104907,0.0407791,6.08208e-07,0.000253558,0.147997,5.99745e-07,0.0342314
9.50274,0.0100064,0.010657,2.04379e-05,0.0256565,0.466552,7.64603e-07,0.000166437,0.00150854,2.6009e-07,0.000402793
4.55505,0.0151437,0.0444341,3.68008e-05,0.00129433,0.528576,6.13529e-06,0.00112675,0.00669244,3.40571e-07,0.00320653
2.3675,0.666033,0.78194,4.3641e-05,0.0978615,0.0199946,8.7318e-07,0.00229842,0.024305,3.95033e-07,0.00102766
7.4618,0.0109945,0.0212431,8.71112e-05,0.0054053,0.475063,4.38745e-07,0.000166034,0.00317359,4.70303e-07,0.00232463
0.181196,0.332738,0.198212,9.22276e-06,0.0012224,0.0270072,1.52094e-06,0.00274168,0.149659,5.60088e-07,0.0383146
0.186173,0.489291,0.352211,7.81277e-06,0.00124257,0.0158135,1.02509e-05,0.000228791,0.140478,7.6275e-07,0.0396791
0.327621,0.652394,0.720726,8.4422e-06,0.00138991,0.0101085,4.04218e-07,0.0122254,0.149938,7.28582e-07,0.0380135
0.141007,0.615082,0.471745,4.63316e-05,0.00216274,0.0139974,2.07357e-06,0.0152151,0.149744,8.86312e-07,0.0396732
1.11587,0.881747,0.31589,2.5277e-05,0.00156184,0.047754,3.79001e-06,0.000181953,0.147884,7.1567e-07,0.00186334
0.389837,0.208144,0.245692,9.22276e-06,0.0012224,0.0270072,9.68072e-07,0.00626559,0.147187,9.44759e-07,0.0116995
6.42595,0.0107777,0.0257742,1.31605e-05,0.0227289,0.049319,4.43976e-06,0.00106872,0.00561525,3.3694e-07,0.000864054
